dataset,Accuracy,RMSE,Fscore,Kappa,PRC,AUC,nInstances,nClasses,nAttributes,Algorithm,RunTime,avgMissCost,AvgTotalCost,median1,mean1,sdt1,skewness1,median2,mean2,sdt2,skewness2,median3,mean3,sdt3,skewness3,median4,mean4,sdt4,skewness4,SAR
pca_letter,3.75,0.19,0,0,0.04,0.5,20000,26,4,Vote,399,1,1991.9,0.582405237,0.317044071,0.427698096,0.040557363,0.637173608,0.345664492,0.06749318,0,0.569517864,0.545570172,0.561803614,0.143586073,0.885259931,0.381783299,1,0.300501671,0.45
pca_letter,37.31,0.17,0.34,0.35,0.38,0.89,20000,26,4,Logistic,447276,0.85,1702.5,0.582405237,0.317044071,0.427698096,0.040557363,0.637173608,0.345664492,0.06749318,0,0.569517864,0.545570172,0.561803614,0.143586073,0.885259931,0.381783299,1,0.300501671,0.7
pca_letter,52.36,0.16,0.52,0.5,0.52,0.9,20000,26,4,MultilayerPerceptron,2597858,0.65,1297.7,0.582405237,0.317044071,0.427698096,0.040557363,0.637173608,0.345664492,0.06749318,0,0.569517864,0.545570172,0.561803614,0.143586073,0.885259931,0.381783299,1,0.300501671,0.75
pca_letter,37.26,0.17,0.34,0.35,0.38,0.89,20000,26,4,SimpleLogistic,672784,0.85,1699.9,0.582405237,0.317044071,0.427698096,0.040557363,0.637173608,0.345664492,0.06749318,0,0.569517864,0.545570172,0.561803614,0.143586073,0.885259931,0.381783299,1,0.300501671,0.7
pca_letter,39.88,0.19,0.38,0.37,0.32,0.88,20000,26,4,SMO,65365,0.85,1691.1,0.582405237,0.317044071,0.427698096,0.040557363,0.637173608,0.345664492,0.06749318,0,0.569517864,0.545570172,0.561803614,0.143586073,0.885259931,0.381783299,1,0.300501671,0.7
pca_letter,62.53,0.17,0.63,0.61,0.43,0.77,20000,26,4,SVM,352,0.52,10417,0.771812679,0.323554775,0.000384285,0.040557363,0.637173608,0.057307559,0.000756783,0.828796199,0.559051316,0.00138112,0.668228156,0.002619036,0.157127087,0.371666667,0.009944215,0.299455646,0.741766667
pca_LEV,59.4,0.33,0.58,0.42,0.57,0.79,1000,5,4,J48,748,0.62,61.6,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.68
pca_LEV,50.8,0.36,0.41,0.24,0.41,0.69,1000,5,4,DecisionStump,125,0.82,81.6,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.61
pca_LEV,59.7,0.33,0.59,0.42,0.62,0.8,1000,5,4,RandomForest,812,0.59,58.8,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.69
pca_LEV,60.2,0.33,0.59,0.42,0.58,0.8,1000,5,4,PART,468,0.6,60.3,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.69
pca_LEV,54.8,0.34,0.53,0.34,0.54,0.77,1000,5,4,DecisionTable,593,0.67,66.9,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.66
pca_LEV,59.8,0.34,0.59,0.41,0.51,0.75,1000,5,4,JRip,1128,0.62,62.4,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.67
pca_LEV,59.9,0.4,0.59,0.42,0.47,0.7,1000,5,4,OneR,63,0.6,60.4,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.63
pca_LEV,40.3,0.38,0.23,0,0.3,0.5,1000,5,4,ZeroR,31,0.82,82.1,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.51
pca_LEV,61.1,0.33,0.61,0.44,0.62,0.8,1000,5,4,IBk,355,0.57,56.9,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.69
pca_LEV,60.1,0.34,0.59,0.42,0.62,0.8,1000,5,4,KStar,6271,0.59,58.7,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.69
pca_LEV,52.6,0.35,0.45,0.27,0.6,0.79,1000,5,4,LWL,1530,0.78,78.5,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.66
pca_LEV,57.1,0.33,0.55,0.36,0.6,0.8,1000,5,4,NaiveBayes,78,0.62,62.3,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.68
pca_LEV,50.8,0.36,0.41,0.24,0.41,0.69,1000,5,4,AdaBoostM1,109,0.82,81.6,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.61
pca_LEV,59.6,0.33,0.59,0.41,0.63,0.81,1000,5,4,Bagging,1311,0.61,61.3,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.69
pca_LEV,40.3,0.38,0.23,0,0.3,0.5,1000,5,4,Stacking,78,0.82,82.1,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.51
pca_LEV,60.2,0.33,0.59,0.43,0.62,0.81,1000,5,4,LogitBoost,1096,0.59,58.6,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.7
pca_LEV,61.2,0.33,0.61,0.44,0.62,0.8,1000,5,4,RandomCommittee,737,0.57,56.7,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.69
pca_LEV,40.3,0.38,0.23,0,0.3,0.5,1000,5,4,Vote,0,0.82,82.1,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.51
pca_LEV,58.9,0.32,0.57,0.39,0.64,0.82,1000,5,4,Logistic,1092,0.59,59.5,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.69
pca_LEV,58.6,0.33,0.57,0.4,0.63,0.81,1000,5,4,MultilayerPerceptron,12502,0.59,58.9,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.69
pca_LEV,58.8,0.33,0.57,0.39,0.63,0.82,1000,5,4,SimpleLogistic,3823,0.59,59.5,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.69
pca_LEV,57.7,0.35,0.54,0.38,0.52,0.78,1000,5,4,SMO,1146,0.6,59.8,0.776934053,0.352567228,0.007873682,0.980370962,0.78975792,0.034359349,0.010440115,0.834766724,0.536967579,0.029688623,0.682999588,0.093946998,0.230246797,0.388888889,0.216876919,0.044471248,0.67
pca_LEV,60.4,0.16,0.59,0.44,0.48,0.6,1000,5,4,SVM,0.96,0.56,564,0.771870825,0.215525796,9.71E-05,0.980370962,0.78975792,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.681333333
pca_liver-disorders,62.32,0.51,0.59,0.14,0.7,0.62,345,2,4,J48,78,0.43,14.9,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.58
pca_liver-disorders,57.97,0.51,0.46,0,0.66,0.59,345,2,4,DecisionStump,15,0.42,14.5,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.55
pca_liver-disorders,63.75,0.5,0.64,0.17,0.74,0.65,345,2,4,RandomForest,172,0.49,17,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.6
pca_liver-disorders,62.61,0.51,0.59,0.14,0.7,0.62,345,2,4,PART,93,0.43,14.8,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.58
pca_liver-disorders,54.45,0.52,0.46,0.04,0.64,0.55,345,2,4,DecisionTable,141,0.52,17.8,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.52
pca_liver-disorders,62.32,0.51,0.58,0.14,0.67,0.59,345,2,4,JRip,157,0.42,14.6,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.57
pca_liver-disorders,57.06,0.65,0.56,0.07,0.65,0.53,345,2,4,OneR,15,0.55,19,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.49
pca_liver-disorders,57.97,0.51,0.46,0,0.63,0.5,345,2,4,ZeroR,16,0.42,14.5,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.52
pca_liver-disorders,60.86,0.62,0.63,0.15,0.68,0.61,345,2,4,IBk,16,0.57,19.6,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.53
pca_liver-disorders,60.61,0.54,0.61,0.15,0.75,0.65,345,2,4,KStar,1123,0.52,18,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.57
pca_liver-disorders,57.97,0.51,0.46,0,0.76,0.67,345,2,4,LWL,219,0.42,14.5,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.58
pca_liver-disorders,60.87,0.5,0.59,0.17,0.76,0.69,345,2,4,NaiveBayes,31,0.48,16.4,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.6
pca_liver-disorders,64.65,0.48,0.64,0.21,0.8,0.73,345,2,4,AdaBoostM1,125,0.43,14.8,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.63
pca_liver-disorders,64.37,0.47,0.62,0.2,0.8,0.72,345,2,4,Bagging,187,0.41,14.3,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.63
pca_liver-disorders,57.97,0.51,0.46,0,0.63,0.5,345,2,4,Stacking,16,0.42,14.5,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.52
pca_liver-disorders,65.2,0.48,0.64,0.2,0.81,0.74,345,2,4,LogitBoost,78,0.42,14.5,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.64
pca_liver-disorders,60.29,0.55,0.63,0.15,0.72,0.64,345,2,4,RandomCommittee,312,0.59,20.5,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.56
pca_liver-disorders,57.97,0.51,0.46,0,0.63,0.5,345,2,4,Vote,0,0.42,14.5,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.52
pca_liver-disorders,59.73,0.49,0.53,0.11,0.79,0.72,345,2,4,Logistic,63,0.43,14.9,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.61
pca_liver-disorders,62.89,0.51,0.58,0.13,0.78,0.68,345,2,4,MultilayerPerceptron,2280,0.4,13.7,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.6
pca_liver-disorders,59.45,0.49,0.52,0.1,0.78,0.7,345,2,4,SimpleLogistic,563,0.43,15,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.6
pca_liver-disorders,57.97,0.61,0.46,0,0.63,0.5,345,2,4,SMO,140,0.42,14.5,0.771870825,0.215525796,9.71E-05,0.25619612,0.659811235,0.052803583,0.000257823,0.825975071,0.765721882,0.000499804,0.684588108,0.001157461,0.156310177,0.544444444,0.003766452,0.293412822,0.49
pca_liver-disorders,59.71,0.64,0.46,0.05,0.53,0.52,345,2,4,SVM,0.8,0.4,139,0.769228881,0.250334876,0.003385303,0.25619612,0.659811235,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.492366667
pca_lung-cancer,61.67,0.44,0.68,0.38,0.97,0.1,32,3,4,J48,15,0.62,1.9,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.43
pca_lung-cancer,60,0.41,0.61,0.48,0.96,0.14,32,3,4,DecisionStump,0,0.43,1.5,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.44
pca_lung-cancer,52.5,0.44,0.58,0.4,0.99,0.17,32,3,4,RandomForest,16,0.71,2.3,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.42
pca_lung-cancer,61.67,0.43,0.68,0.38,0.97,0.1,32,3,4,PART,16,0.62,1.9,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.43
pca_lung-cancer,56.67,0.42,0.59,0.43,0.96,0.14,32,3,4,DecisionTable,31,0.5,1.7,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.43
pca_lung-cancer,66.67,0.39,0.73,0.5,0.98,0.13,32,3,4,JRip,15,0.43,1.4,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.47
pca_lung-cancer,61.67,0.41,0.66,0.38,0.97,0.15,32,3,4,OneR,0,0.68,2.1,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.45
pca_lung-cancer,3.33,0.5,0.02,0,0.91,0.1,32,3,4,ZeroR,0,1.27,4,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.21
pca_lung-cancer,46.67,0.52,0.55,0.17,0.99,0.17,32,3,4,IBk,0,0.9,2.8,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.37
pca_lung-cancer,36.67,0.58,0.45,0.08,0.97,0.15,32,3,4,KStar,16,1.03,3.2,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.31
pca_lung-cancer,50,0.46,0.54,0.33,0.98,0.13,32,3,4,LWL,0,0.63,2.1,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.39
pca_lung-cancer,53.33,0.44,0.61,0.25,0.99,0.17,32,3,4,NaiveBayes,0,0.73,2.3,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.42
pca_lung-cancer,56.67,0.41,0.59,0.43,0.96,0.14,32,3,4,AdaBoostM1,31,0.5,1.7,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.43
pca_lung-cancer,46.67,0.42,0.49,0.38,0.99,0.17,32,3,4,Bagging,16,0.73,2.4,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.4
pca_lung-cancer,13.33,0.51,0.11,0,0.91,0.1,32,3,4,Stacking,0,1.2,3.8,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.24
pca_lung-cancer,63.33,0.43,0.72,0.4,0.99,0.17,32,3,4,LogitBoost,31,0.57,1.8,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.46
pca_lung-cancer,62.5,0.38,0.68,0.36,0.98,0.17,32,3,4,RandomCommittee,31,0.57,1.8,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.47
pca_lung-cancer,13.33,0.51,0.11,0,0.91,0.1,32,3,4,Vote,0,1.2,3.8,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.24
pca_lung-cancer,41.67,0.52,0.52,0.08,0.99,0.17,32,3,4,Logistic,31,0.88,2.8,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.36
pca_lung-cancer,33.33,0.54,0.36,0.23,0.98,0.13,32,3,4,MultilayerPerceptron,250,0.97,3.1,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.31
pca_lung-cancer,35.83,0.47,0.45,0,0.99,0.17,32,3,4,SimpleLogistic,94,0.94,3,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.35
pca_lung-cancer,40,0.49,0.49,0.08,0.97,0.15,32,3,4,SMO,221,0.8,2.6,0.769228881,0.250334876,0.003385303,0.958964155,0.221876348,0.09821958,0.002921394,0.835565616,0.471370935,0.007325386,0.662962804,0.015863854,0.13782246,0.485507246,0.053477622,0.321149504,0.35
pca_lung-cancer,46.88,0.59,0.47,0.17,0.42,0.59,32,3,4,SVM,0.24,0.78,25,0.771861466,0,0.000113295,0.958964155,0.221876348,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.4896
pca_lymph,70.86,0.33,0.72,0.45,0.82,0.8,148,4,4,J48,15,0.39,5.8,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.73
pca_lymph,67.05,0.35,0.66,0.32,0.67,0.67,148,4,4,DecisionStump,0,0.56,8.3,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.67
pca_lymph,77.57,0.28,0.78,0.55,0.88,0.87,148,4,4,RandomForest,47,0.33,4.9,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.79
pca_lymph,72.81,0.32,0.74,0.48,0.79,0.8,148,4,4,PART,15,0.37,5.5,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.74
pca_lymph,73.62,0.3,0.73,0.5,0.81,0.81,148,4,4,DecisionTable,63,0.31,4.6,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.75
pca_lymph,79,0.29,0.79,0.59,0.81,0.84,148,4,4,JRip,46,0.28,4.1,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.78
pca_lymph,68.95,0.39,0.68,0.35,0.67,0.69,148,4,4,OneR,16,0.45,6.7,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.66
pca_lymph,37.48,0.37,0.23,0,0.55,0.5,148,4,4,ZeroR,16,1.01,15,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.5
pca_lymph,79.76,0.3,0.8,0.58,0.79,0.83,148,4,4,IBk,0,0.32,4.7,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.77
pca_lymph,72.19,0.32,0.73,0.43,0.85,0.82,148,4,4,KStar,187,0.41,6,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.74
pca_lymph,68.24,0.32,0.68,0.41,0.89,0.86,148,4,4,LWL,47,0.4,6,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.74
pca_lymph,79.71,0.27,0.8,0.59,0.9,0.89,148,4,4,NaiveBayes,0,0.31,4.6,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.81
pca_lymph,68.29,0.31,0.68,0.45,0.82,0.82,148,4,4,AdaBoostM1,47,0.43,6.4,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.73
pca_lymph,77.67,0.27,0.78,0.59,0.9,0.88,148,4,4,Bagging,47,0.3,4.4,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.79
pca_lymph,38.48,0.38,0.24,0,0.55,0.5,148,4,4,Stacking,15,0.7,10.4,0.771861466,0,0.000113295,0.395209137,0.239237961,0.048818802,0.000293023,0.824940314,0,0.000531799,0.68569208,0.001088793,0.151890178,0.215277778,0.004107073,0.302316479,0.5
