dataset,Accuracy,RMSE,Fscore,Kappa,PRC,AUC,nInstances,nClasses,nAttributes,Algorithm,RunTime,avgMissCost,AvgTotalCost,median1,mean1,sdt1,skewness1,median2,mean2,sdt2,skewness2,median3,mean3,sdt3,skewness3,median4,mean4,sdt4,skewness4,SAR
pca_art36,94,0.13,0.94,0.88,0.95,0.96,100,2,4,SMO,104,0.07,0.7,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.92
pca_art36,95,0.12,0.94,0.88,0.95,0.96,100,2,4,SVM,104,0.07,0.7,0.771844494,0.226169045,0.000161043,0.737597291,0.109160025,0.058448071,0.000343841,0.824978459,0.498090933,0.00049442,0.687991065,0.001196787,0.15542021,0.222222222,0.003002689,0.304891922,0.93
pca_art38,75,0.35,0.74,0.6,0.78,0.86,100,3,4,J48,23,0.38,3.8,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.75
pca_art38,60,0.43,0.5,0.4,0.56,0.66,100,3,4,DecisionStump,5,0.44,4.4,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.61
pca_art38,78,0.32,0.77,0.65,0.85,0.9,100,3,4,RandomForest,46,0.33,3.3,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.79
pca_art38,72,0.37,0.71,0.56,0.71,0.8,100,3,4,PART,13,0.42,4.2,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.72
pca_art38,76,0.35,0.74,0.62,0.79,0.88,100,3,4,DecisionTable,18,0.4,4,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.76
pca_art38,72,0.39,0.71,0.56,0.71,0.81,100,3,4,JRip,19,0.37,3.7,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.71
pca_art38,63,0.49,0.57,0.43,0.6,0.72,100,3,4,OneR,2,0.44,4.4,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.62
pca_art38,33,0.48,0.17,0,0.37,0.5,100,3,4,ZeroR,1,0.67,6.7,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.45
pca_art38,88,0.25,0.87,0.8,0.84,0.92,100,3,4,IBk,3,0.19,1.9,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.85
pca_art38,82,0.28,0.82,0.72,0.93,0.94,100,3,4,KStar,66,0.29,2.9,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.83
pca_art38,60,0.41,0.5,0.39,0.91,0.94,100,3,4,LWL,20,0.44,4.4,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.71
pca_art38,81,0.27,0.8,0.7,0.94,0.95,100,3,4,NaiveBayes,2,0.26,2.6,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.83
pca_art38,61,0.4,0.51,0.4,0.74,0.85,100,3,4,AdaBoostM1,22,0.44,4.4,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.69
pca_art38,72,0.35,0.69,0.57,0.88,0.91,100,3,4,Bagging,32,0.36,3.6,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.76
pca_art38,33,0.49,0.17,0,0.37,0.5,100,3,4,Stacking,5,0.67,6.7,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.45
pca_art38,79,0.3,0.78,0.66,0.9,0.93,100,3,4,LogitBoost,36,0.31,3.1,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.8
pca_art38,76,0.33,0.75,0.62,0.87,0.91,100,3,4,RandomCommittee,51,0.38,3.8,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.78
pca_art38,33,0.49,0.17,0,0.37,0.5,100,3,4,Vote,2,0.67,6.7,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.45
pca_art38,82,0.27,0.82,0.72,0.96,0.97,100,3,4,Logistic,29,0.25,2.5,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.84
pca_art38,88,0.23,0.87,0.8,0.97,0.97,100,3,4,MultilayerPerceptron,745,0.17,1.7,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.87
pca_art38,79,0.28,0.79,0.67,0.93,0.95,100,3,4,SimpleLogistic,575,0.3,3,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.82
pca_art38,80,0.35,0.77,0.69,0.76,0.86,100,3,4,SMO,301,0.22,2.2,0.771845722,0.368079034,0.000197448,0.624558955,0.413048447,0.05699748,0.000366704,0.825448459,0.022302579,0.000640376,0.678557269,0.001608167,0.156688541,0.388888889,0.003629945,0.295469868,0.77
pca_art38,79,0.37,0.79,0.69,0.69,0.84,100,3,4,SVM,0.36,0.28,28,0.771865253,0.226169045,0.000160037,0.624558955,0.413048447,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.753333333
pca_art40,79,0.34,0.8,0.65,0.79,0.83,100,3,4,J48,26,0.28,2.8,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.76
pca_art40,42,0.42,0.33,0.22,0.67,0.77,100,3,4,DecisionStump,3,0.78,7.8,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.59
pca_art40,80,0.31,0.8,0.67,0.86,0.88,100,3,4,RandomForest,46,0.28,2.8,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.79
pca_art40,71,0.41,0.72,0.53,0.72,0.79,100,3,4,PART,13,0.4,4,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.7
pca_art40,66,0.39,0.66,0.46,0.75,0.81,100,3,4,DecisionTable,18,0.43,4.3,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.69
pca_art40,67,0.41,0.68,0.48,0.74,0.81,100,3,4,JRip,23,0.43,4.3,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.69
pca_art40,55,0.54,0.53,0.31,0.58,0.68,100,3,4,OneR,2,0.56,5.6,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.56
pca_art40,33,0.49,0.18,0,0.43,0.5,100,3,4,ZeroR,1,0.67,6.7,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.45
pca_art40,84,0.31,0.84,0.73,0.81,0.86,100,3,4,IBk,2,0.23,2.3,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.8
pca_art40,74,0.33,0.74,0.58,0.93,0.94,100,3,4,KStar,65,0.29,2.9,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.78
pca_art40,79,0.38,0.79,0.66,0.87,0.87,100,3,4,LWL,19,0.24,2.4,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.76
pca_art40,79,0.31,0.78,0.65,0.91,0.93,100,3,4,NaiveBayes,3,0.25,2.5,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.8
pca_art40,42,0.44,0.33,0.22,0.67,0.77,100,3,4,AdaBoostM1,10,0.78,7.8,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.58
pca_art40,77,0.34,0.76,0.63,0.84,0.86,100,3,4,Bagging,33,0.29,2.9,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.76
pca_art40,29,0.49,0.15,0,0.43,0.5,100,3,4,Stacking,5,0.8,8,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.43
pca_art40,82,0.29,0.81,0.71,0.91,0.93,100,3,4,LogitBoost,37,0.24,2.4,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.82
pca_art40,77,0.33,0.77,0.62,0.89,0.91,100,3,4,RandomCommittee,51,0.36,3.6,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.78
pca_art40,29,0.49,0.15,0,0.43,0.5,100,3,4,Vote,1,0.8,8,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.43
pca_art40,79,0.29,0.79,0.66,0.9,0.93,100,3,4,Logistic,31,0.27,2.7,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.81
pca_art40,83,0.27,0.83,0.72,0.92,0.94,100,3,4,MultilayerPerceptron,737,0.26,2.6,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.83
pca_art40,74,0.33,0.74,0.58,0.89,0.92,100,3,4,SimpleLogistic,587,0.34,3.4,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.77
pca_art40,80,0.35,0.79,0.68,0.8,0.88,100,3,4,SMO,301,0.21,2.1,0.771865253,0.226169045,0.000160037,0.735220235,0.578883586,0.054469415,0.000330468,0.826659048,0.379143845,0.000733418,0.671364737,0.002053157,0.155447767,0.166666667,0.00459252,0.295764471,0.78
pca_art40,84,0.33,0.84,0.76,0.77,0.88,100,3,4,SVM,0.39,0.2,20,0.771941436,0.29712404,0.000178258,0.735220235,0.578883586,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.796666667
pca_art42,78,0.35,0.77,0.63,0.78,0.86,100,3,4,J48,7,0.29,2.9,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.76
pca_art42,62,0.4,0.52,0.44,0.65,0.79,100,3,4,DecisionStump,3,0.39,3.9,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.67
pca_art42,85,0.27,0.85,0.75,0.93,0.95,100,3,4,RandomForest,33,0.2,2,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.84
pca_art42,77,0.37,0.76,0.62,0.76,0.85,100,3,4,PART,9,0.31,3.1,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.75
pca_art42,83,0.29,0.82,0.72,0.85,0.91,100,3,4,DecisionTable,17,0.22,2.2,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.82
pca_art42,75,0.36,0.74,0.59,0.73,0.81,100,3,4,JRip,18,0.32,3.2,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.73
pca_art42,60,0.51,0.58,0.41,0.63,0.72,100,3,4,OneR,2,0.52,5.2,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.61
pca_art42,33,0.48,0.17,0,0.39,0.5,100,3,4,ZeroR,1,0.67,6.7,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.45
pca_art42,86,0.23,0.86,0.78,0.84,0.9,100,3,4,IBk,3,0.22,2.2,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.84
pca_art42,82,0.28,0.82,0.71,0.93,0.94,100,3,4,KStar,66,0.24,2.4,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.82
pca_art42,65,0.36,0.58,0.49,0.94,0.94,100,3,4,LWL,20,0.36,3.6,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.74
pca_art42,92,0.2,0.92,0.87,0.97,0.97,100,3,4,NaiveBayes,3,0.11,1.1,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.89
pca_art42,84,0.34,0.83,0.73,0.86,0.9,100,3,4,AdaBoostM1,26,0.2,2,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.8
pca_art42,81,0.3,0.8,0.69,0.89,0.92,100,3,4,Bagging,29,0.24,2.4,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.81
pca_art42,29,0.49,0.14,0,0.39,0.5,100,3,4,Stacking,4,0.8,8,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.43
pca_art42,86,0.27,0.85,0.77,0.94,0.94,100,3,4,LogitBoost,38,0.19,1.9,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.84
pca_art42,82,0.29,0.81,0.71,0.9,0.93,100,3,4,RandomCommittee,45,0.26,2.6,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.82
pca_art42,29,0.49,0.14,0,0.39,0.5,100,3,4,Vote,1,0.8,8,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.43
pca_art42,93,0.16,0.93,0.88,0.97,0.98,100,3,4,Logistic,39,0.1,1,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.91
pca_art42,94,0.14,0.94,0.9,0.99,0.99,100,3,4,MultilayerPerceptron,750,0.08,0.8,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.93
pca_art42,90,0.18,0.9,0.83,0.98,0.97,100,3,4,SimpleLogistic,615,0.14,1.4,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.9
pca_art42,91,0.31,0.91,0.85,0.9,0.94,100,3,4,SMO,298,0.09,0.9,0.771941436,0.29712404,0.000178258,0.737411373,0.718900139,0.046443389,0.00025505,0.825984867,0.73598511,0.000816244,0.6767213,0.002583261,0.157995883,0.388888889,0.004768801,0.293236273,0.85
pca_art42,89,0.27,0.89,0.84,0.83,0.92,100,3,4,SVM,0.42,0.14,14,0.77191931,0.226169045,0.000164749,0.737411373,0.718900139,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.846666667
pca_art43,59,0.4,0.58,0.43,0.65,0.74,100,4,4,J48,20,0.56,5.6,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.64
pca_art43,36,0.41,0.25,0.18,0.53,0.72,100,4,4,DecisionStump,8,0.73,7.3,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.56
pca_art43,59,0.35,0.59,0.43,0.78,0.84,100,4,4,RandomForest,60,0.59,5.9,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.69
pca_art43,60,0.41,0.6,0.43,0.65,0.77,100,4,4,PART,15,0.53,5.3,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.65
pca_art43,53,0.39,0.47,0.34,0.64,0.74,100,4,4,DecisionTable,18,0.56,5.6,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.63
pca_art43,57,0.41,0.55,0.41,0.61,0.72,100,4,4,JRip,31,0.5,5,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.63
pca_art43,52,0.48,0.48,0.34,0.51,0.68,100,4,4,OneR,2,0.61,6.1,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.57
pca_art43,21,0.44,0.09,0,0.34,0.5,100,4,4,ZeroR,1,0.84,8.4,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.42
pca_art43,65,0.4,0.66,0.51,0.7,0.8,100,4,4,IBk,2,0.52,5.2,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.68
pca_art43,61,0.38,0.61,0.46,0.83,0.88,100,4,4,KStar,65,0.52,5.2,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.7
pca_art43,46,0.4,0.39,0.3,0.81,0.83,100,4,4,LWL,21,0.6,6,0.77191931,0.226169045,0.000164749,0.872902621,0.042734837,0.047068297,0.000314604,0.825939025,0.854932199,0.000667811,0.673877533,0.001759216,0.158235076,0.5,0.003779515,0.293318767,0.63
